,newID,ID,X,Y,YEAR,PresenceAb,Percent_Cov,Source,X0415_blue,X0415_ctvi,X0415_gemi,X0415_gndvi,X0415_green,X0415_mndwi,X0415_msavi,X0415_msav2,X0415_ndvi,X0415_ndwi2,X0415_nir,X0415_nrvi,X0415_red,X0415_satvi,X0415_savi,X0415_slavi,X0415_swir1,X0415_swir2,X0415_Tbrig,X0415_Tgre,X0415_Twet,X0815_blue,X0815_ctvi,X0815_gemi,X0815_gndvi,X0815_green,X0815_mndwi,X0815_msavi,X0815_msa_1,X0815_ndvi,X0815_ndwi2,X0815_nir,X0815_nrvi,X0815_red,X0815_satvi,X0815_savi,X0815_slavi,X0815_swir1,X0815_swir2,X0815_Tbrig,X0815_Tgre,X0815_Twet,X0915_blue,X0915_ctvi,X0915_gemi,X0915_gndvi,X0915_green,X0915_mndwi,X0915_msavi,X0915_msa_1,X0915_ndvi,X0915_ndwi2,X0915_nir,X0915_nrvi,X0915_red,X0915_satvi,X0915_savi,X0915_slavi,X0915_swir1,X0915_swir2,X0915_Tbrig,X0915_Tgre,X0915_Twet,X1015_blue,X1015_ctvi,X1015_gemi,X1015_gndvi,X1015_green,X1015_mndwi,X1015_msavi,X1015_msav2,X1015_ndvi,X1015_ndwi2,X1015_nir,X1015_nrvi,X1015_red,X1015_satvi,X1015_savi,X1015_slavi,X1015_swir1,X1015_swir2,X1015_Tbrig,X1015_Tgre,X1015_Twet,X0616_blue,X0616_ctvi,X0616_gemi,X0616_gndvi,X0616_green,X0616_mndwi,X0616_msavi,X0616_msav2,X0616_ndvi,X0616_ndwi2,X0616_nir,X0616_nrvi,X0616_red,X0616_satvi,X0616_savi,X0616_slavi,X0616_swir1,X0616_swir2,X0616_Tbrig,X0616_Tgre,X0616_Twet,X0716_blue,X0716_ctvi,X0716_gemi,X0716_gndvi,X0716_green,X0716_mndwi,X0716_msavi,X0716_msav2,X0716_ndvi,X0716_ndwi2,X0716_nir,X0716_nrvi,X0716_red,X0716_satvi,X0716_savi,X0716_slavi,X0716_swir1,X0716_swir2,X0716_Tbrig,X0716_Tgre,X0716Twet
1,320,203,-110.2990036,39.01570129,2016,0,0,NAIPsampling,2789.502556,0.771306495,-511710.1877,0.165819384,2954.476349,-0.247415181,-0.653125183,0.673354684,0.09491371,-0.085086578,4129.064774,-0.09491371,3413.200405,-2448.265921,0.142361127,0.496863017,4897.067485,4897.067485,-2186.077914,8999.829869,-823.6303642,2430.909365,0.777335722,-540036.9345,0.185399508,2676.464571,-0.301800644,-0.622235832,0.68879763,0.104250825,-0.123300239,3894.767826,-0.104250825,3159.368316,-2494.812347,0.156365154,0.477905152,4990.298643,4990.298643,-2567.127814,8627.250623,-691.7513676,2415.195325,0.773671323,-468969.8401,0.181320087,2646.770496,-0.29891717,-0.640968256,0.679427746,0.098567317,-0.124336058,3819.176582,-0.098567317,3133.836719,-2451.545221,0.147840343,0.475164528,4903.751015,4903.751015,-2508.443796,8499.642518,-713.3200466,2242.846309,0.777541336,-447639.9415,0.184734124,2433.544659,-0.300746561,-0.621174589,0.689319815,0.104570528,-0.122837036,3536.396509,-0.104570528,2866.809838,-2263.09497,0.156843545,0.478300347,4526.863466,4526.863466,-2320.509383,7841.308672,-638.0022877,2465.829166,0.771826182,-472872.7972,0.178894174,2743.551257,-0.303267527,-0.650445873,0.674690629,0.095715655,-0.131508032,3939.025259,-0.095715655,3250.842372,-2565.627693,0.143563498,0.469895372,5131.928543,5131.928543,-2668.87286,8823.053695,-748.4130416,2476.74114,0.776131353,-546969.6349,0.18468402,2742.212185,-0.307123801,-0.628384857,0.685724393,0.102379877,-0.129802277,3984.534875,-0.102379877,3244.433939,-2586.273388,0.153559194,0.473353764,5173.234146,5173.234146,-2702.315445,8877.149244,-718.4049804
2,442,422,-110.3649979,38.87530136,2016,0,0,NAIPsampling,2447.646766,0.788604595,-846262.2151,0.222359607,2694.71291,-0.294988633,-0.565284587,0.717285407,0.121897207,-0.077727446,4235.773041,-0.121897207,3315.316335,-2474.573127,0.182833704,0.512491765,4949.739471,4949.739471,-2346.263295,8873.946649,-533.9489488,2289.044185,0.799242988,-968367.8625,0.22519772,2554.456553,-0.298440707,-0.512406177,0.743726133,0.138789354,-0.078520185,4039.371624,-0.138789354,3054.779038,-2363.562141,0.208169359,0.51902944,4727.769141,4727.769141,-2291.176524,8399.239277,-434.9415321,2101.274672,0.782633121,-434977.0175,0.19148539,2214.357803,-0.229562058,-0.59531291,0.702246066,0.112514602,-0.039827392,3263.237219,-0.112514602,2603.179659,-1766.748284,0.16875752,0.531720298,3533.951518,3533.951518,-1405.437592,6769.370729,-509.9957343,2170.67525,0.793985786,-717136.9068,0.217487023,2360.407161,-0.279135777,-0.53841561,0.730711645,0.130413429,-0.065633244,3672.482338,-0.130413429,2825.109154,-2093.917837,0.195605091,0.52362839,4188.418781,4188.418781,-1918.002337,7620.242728,-447.0790682,2507.014895,0.790210348,-921528.1829,0.217924158,2786.721239,-0.28687892,-0.557250395,0.721304958,0.124432394,-0.073553146,4339.751901,-0.124432394,3379.257126,-2514.126438,0.186636502,0.516139515,5028.841411,5028.841411,-2355.081593,9061.035384,-539.87323,2427.162689,0.788244649,-808285.399,0.212568284,2699.492737,-0.285989434,-0.567086826,0.716382747,0.121329627,-0.078173496,4156.956351,-0.121329627,3257.377935,-2430.703412,0.181982169,0.51197968,4861.999673,4861.999673,-2291.844414,8736.525265,-547.1546036
3,78,GR217,-110.181807,38.905561,2017,0,0,DEVELOP&NREL,2367.80935,0.767187554,-335192.5244,0.154630731,2607.06992,-0.275553947,-0.674364195,0.662719497,0.088576743,-0.126304958,3560.814377,-0.088576743,2981.332332,-2294.854461,0.13285496,0.470280701,4590.346394,4590.346394,-2295.596699,8039.512507,-766.9528389,2381.760341,0.777333336,-486989.2264,0.158987835,2684.006015,-0.251624741,-0.622241132,0.688790505,0.104247115,-0.096497307,3698.79349,-0.104247115,3000.419826,-2244.142971,0.156359003,0.493876934,4488.882138,4488.882138,-2106.563639,8080.923324,-690.6296995,2418.981165,0.770314418,-395221.4572,0.149101538,2727.539569,-0.252336375,-0.65821788,0.670797755,0.093384302,-0.107270764,3683.424114,-0.093384302,3054.23273,-2284.016051,0.140066059,0.48320758,4568.628057,4568.628057,-2173.031308,8176.629656,-759.6631343,2094.529009,0.783852819,-456116.9681,0.17165933,2326.942295,-0.282873228,-0.58915192,0.705328139,0.114425242,-0.116889813,3291.379684,-0.114425242,2615.485235,-2080.999517,0.171623336,0.485585367,4162.68377,4162.68377,-2104.723661,7257.369364,-577.8394896,2521.094439,0.765631409,-351349.6773,0.141129242,2813.57283,-0.252803206,-0.682438468,0.658686124,0.086191454,-0.11580567,3738.222782,-0.086191454,3144.951945,-2358.418025,0.12927779,0.475456414,4717.436014,4717.436014,-2265.922776,8408.599104,-833.2536349,2397.685686,0.772389336,-416277.3277,0.158243661,2663.992692,-0.251125848,-0.647541577,0.676136657,0.096585286,-0.096725988,3665.612603,-0.096585286,3019.891298,-2225.046662,0.144867094,0.490674464,4450.667852,4450.667852,-2068.399191,8044.242697,-721.733667
4,448,432,-110.223999,38.97869873,2016,0,0,NAIPsampling,2363.589501,0.782478987,-613969.0728,0.199784281,2590.450362,-0.296233037,-0.596115746,0.701860142,0.112273365,-0.102515926,3883.929732,-0.112273365,3099.838567,-2385.291738,0.168397991,0.493444365,4771.220472,4771.220472,-2361.710931,8396.349054,-607.0405084,2182.352175,0.794771204,-745745.8369,0.212445948,2412.183574,-0.303730401,-0.534516152,0.732662668,0.131661266,-0.097580993,3713.576476,-0.131661266,2849.476599,-2258.007766,0.197476855,0.504139319,4516.69449,4516.69449,-2267.316581,7900.96357,-475.792403,2305.27699,0.787110563,-681788.2003,0.208769711,2532.502324,-0.295367614,-0.572769896,0.713535139,0.119543038,-0.092288781,3868.926839,-0.119543038,3042.691039,-2327.510544,0.179301586,0.502566334,4655.649608,4655.649608,-2270.887578,8246.748961,-545.3851186,1984.516898,0.795750308,-607205.3224,0.21328954,2150.478429,-0.296129787,-0.529647108,0.735088265,0.133218553,-0.088425313,3316.535263,-0.133218553,2536.766831,-1979.652327,0.199810761,0.51049312,3959.961793,3959.961793,-1936.737378,7010.778732,-423.4605297,2403.037162,0.785954924,-717434.6948,0.199461818,2685.311092,-0.276040751,-0.578583844,0.710630665,0.117725142,-0.081041018,4023.45347,-0.117725142,3175.907657,-2366.251136,0.17657545,0.508718319,4733.092898,4733.092898,-2220.007394,8522.342502,-578.0232075,2323.297031,0.788418176,-707073.1426,0.205757743,2556.017142,-0.286724063,-0.566209301,0.716816335,0.12160322,-0.086042454,3880.349396,-0.12160322,3038.941359,-2305.17314,0.18239165,0.507241575,4610.962726,4610.962726,-2208.688228,8232.312906,-542.0545584
5,366,276,-110.2310028,39.02970123,2016,0,0,NAIPsampling,2357.759308,0.765532426,-395651.8484,0.182212445,2748.391053,-0.291560191,-0.682961306,0.658430245,0.086039895,-0.115482877,3973.137141,-0.086039895,3343.605385,-2505.003507,0.129051023,0.475584965,5010.605599,5010.605599,-2500.51464,8770.327969,-732.4422163,2354.745534,0.768196383,-421817.4523,0.179372097,2735.306692,-0.28512265,-0.669159614,0.665331609,0.090125683,-0.111450469,3931.06837,-0.090125683,3281.069514,-2458.30743,0.135179153,0.479498981,4917.213539,4917.213539,-2429.370352,8647.6911,-716.7075581,2365.674162,0.764840769,-391678.8829,0.180176452,2777.599477,-0.285498061,-0.686554346,0.656633911,0.084981402,-0.111033158,3998.491506,-0.084981402,3372.126092,-2498.371483,0.127463456,0.477748329,4997.325478,4997.325478,-2460.048433,8799.325264,-737.7008467,2054.908283,0.77631366,-388994.182,0.190698782,2278.484634,-0.295699478,-0.627429624,0.686186438,0.102662899,-0.111275468,3352.260959,-0.102662899,2728.03967,-2095.543285,0.153981686,0.484447523,4191.721089,4191.721089,-2096.481151,7339.414126,-573.7629726,2470.820118,0.764245919,-397443.3759,0.17214514,2873.081333,-0.26721762,-0.689649195,0.655087684,0.084071824,-0.09965671,4067.945343,-0.084071824,3436.991604,-2483.969914,0.126099335,0.483963594,4968.486402,4968.486402,-2346.691534,8907.314343,-773.8937075,2428.915564,0.764711947,-401595.2533,0.177416224,2834.655037,-0.270825375,-0.687225905,0.656299353,0.084784361,-0.098123887,4057.421178,-0.084784361,3423.182936,-2469.884879,0.127168042,0.485134537,4940.313923,4940.313923,-2335.829603,8851.902258,-749.8781129
6,330,219,-109.8529968,38.82740021,2016,0,0,NAIPsampling,2245.197914,0.779488588,-630803.8233,0.207729779,2683.31192,-0.29267121,-0.611283646,0.694278844,0.107602459,-0.09043986,4090.417162,-0.107602459,3295.657377,-2451.634901,0.161392763,0.498860834,4903.858168,4903.858168,-2381.508506,8686.862553,-562.6298434,2197.073712,0.788325007,-754236.7139,0.208244859,2628.982899,-0.286096404,-0.566680091,0.716583485,0.121456316,-0.082783637,4011.915945,-0.121456316,3142.91637,-2367.751356,0.182171744,0.509189349,4736.109294,4736.109294,-2280.525841,8424.2855,-494.5318024,2347.61265,0.783877854,-749165.3328,0.207504555,2767.120348,-0.279571645,-0.589056739,0.705396772,0.11446449,-0.076505348,4216.188808,-0.11446449,3350.115631,-2457.093464,0.171685389,0.510133683,4914.75483,4914.75483,-2301.492134,8845.003,-552.1174236,2019.97628,0.793981317,-690340.2293,0.214570245,2330.242726,-0.285581481,-0.538435658,0.730700075,0.130406332,-0.075646659,3603.432972,-0.130406332,2772.031975,-2096.305974,0.195594158,0.517343939,4193.224025,4193.224025,-1993.285355,7505.750636,-417.3098695,2353.847276,0.773662187,-601506.253,0.196805832,2902.898091,-0.271141213,-0.641031211,0.679406577,0.09855318,-0.078525682,4325.486293,-0.09855318,3549.391993,-2531.086452,0.147820385,0.502257324,5062.70003,5062.70003,-2343.841867,9143.083815,-628.7487632,2323.051826,0.77889768,-650640.0484,0.199953761,2791.311584,-0.28659465,-0.614290641,0.692776879,0.106681596,-0.091907723,4186.564065,-0.106681596,3379.413505,-2516.707841,0.160011819,0.497605551,5034.00563,5034.00563,-2440.142236,8924.486151,-598.8916322
7,469,468,-109.4560013,38.90869904,2016,0,0,NAIPsampling,2170.997422,0.783055668,-561838.8633,0.185996379,2531.829872,-0.278185741,-0.593193491,0.70331725,0.11317618,-0.097219657,3688.854669,-0.11317618,2938.765892,-2241.364858,0.169751463,0.49700823,4483.353992,4483.353992,-2185.606748,7936.098242,-564.9611458,2195.459991,0.781567367,-548455.6086,0.179828817,2581.456336,-0.290175961,-0.600724669,0.699551422,0.110847549,-0.116422292,3713.464502,-0.110847549,2972.357516,-2345.690592,0.16625889,0.484507436,4692.054262,4692.054262,-2396.384889,8132.100276,-603.2074743,2290.651457,0.777284135,-532127.1256,0.180666705,2684.823914,-0.279701543,-0.622497986,0.68866596,0.104170627,-0.104305692,3868.855599,-0.104170627,3138.857709,-2384.655728,0.156244793,0.489184396,4769.930123,4769.930123,-2344.931129,8409.679294,-640.5386386,2180.83377,0.778819819,-505074.9906,0.180932669,2561.206533,-0.281689163,-0.614670847,0.692576331,0.106560311,-0.106167509,3692.751931,-0.106560311,2981.537566,-2284.67763,0.159828493,0.489007519,4569.986262,4569.986262,-2264.106562,8029.914674,-603.1098408,2292.998845,0.777018405,-552919.0579,0.180020863,2750.271418,-0.268316312,-0.623856121,0.687988666,0.103757602,-0.092776803,3957.878326,-0.103757602,3213.765736,-2383.397971,0.155625553,0.495903535,4767.379887,4767.379887,-2273.763643,8512.148862,-632.7616798,2207.003004,0.775986096,-475493.854,0.176414897,2606.198576,-0.275728641,-0.629117847,0.685351968,0.102154422,-0.104391628,3722.712831,-0.102154422,3032.625183,-2294.967284,0.153220292,0.488341656,4590.547627,4590.547627,-2248.303167,8105.625256,-629.4898934
8,201,5,-109.9520035,38.92200089,2016,0,0,NAIPsampling,2170.414742,0.774988641,-503583.2943,0.19509681,2616.199788,-0.288820294,-0.634223421,0.682802355,0.100607394,-0.099319957,3884.457234,-0.100607394,3174.294609,-2370.279302,0.150900401,0.490743886,4741.152414,4741.152414,-2326.088173,8359.642289,-593.7949781,2303.901145,0.772388214,-522643.229,0.18500161,2824.649952,-0.269979948,-0.647562974,0.676135903,0.096583553,-0.089445866,4107.020063,-0.096583553,3383.553821,-2456.675597,0.14486566,0.49497327,4913.904469,4913.904469,-2321.969504,8801.902077,-650.7335092,2313.056395,0.760876245,-242024.7562,0.144075681,2518.132083,-0.156755776,-0.707188266,0.646297642,0.078932661,-0.012973088,3365.874309,-0.078932661,2873.392388,-1727.039158,0.118389504,0.531923096,3454.35373,3454.35373,-1096.885037,7048.172736,-710.8585247,2236.190797,0.773895705,-514760.0697,0.187068096,2731.322805,-0.270138723,-0.63982387,0.680003794,0.098914563,-0.087491975,3988.361324,-0.098914563,3270.367351,-2376.310638,0.148361625,0.497082314,4753.175662,4753.175662,-2240.53318,8523.644819,-618.6999284,2398.176345,0.771207214,-544453.4451,0.185402807,2931.080677,-0.266458609,-0.653640265,0.673099735,0.094760567,-0.085268238,4265.312098,-0.094760567,3526.916135,-2529.986326,0.14213173,0.49669282,5060.508378,5060.508378,-2356.90452,9118.509766,-680.0299969,2317.561956,0.770147693,-481781.3079,0.181235806,2825.780559,-0.270654281,-0.659091469,0.670369874,0.093127469,-0.094030902,4076.769842,-0.093127469,3382.140406,-2461.236242,0.139681841,0.490871362,4923.029051,4923.029051,-2341.106423,8795.092265,-677.0859668
9,461,449,-110.0979996,39.07450104,2016,0,0,NAIPsampling,2152.76009,0.774766585,-384811.7753,0.178602711,2374.123975,-0.302507757,-0.635341061,0.682231347,0.100263261,-0.130981824,3406.571935,-0.100263261,2785.713231,-2216.395489,0.150382749,0.471877379,4433.475673,4433.475673,-2307.660773,7621.471957,-639.1840574,2110.256972,0.785893125,-512442.8459,0.187532724,2328.420933,-0.31001662,-0.578874111,0.710471393,0.117628004,-0.130044455,3403.307595,-0.117628004,2686.925619,-2210.028025,0.176427521,0.478818909,4420.787821,4420.787821,-2341.830003,7538.46042,-563.2352213,2110.974189,0.784396569,-498597.1011,0.189769887,2327.839779,-0.308663347,-0.586413716,0.706701119,0.115277978,-0.126290954,3418.280343,-0.115277978,2711.635984,-2202.881034,0.172902864,0.480222873,4406.476325,4406.476325,-2311.912563,7548.645061,-564.5327862,1979.788465,0.785943997,-447357.2485,0.188450623,2170.192047,-0.308951231,-0.578608638,0.710597674,0.117707966,-0.127950127,3178.076607,-0.117707966,2508.697941,-2054.973534,0.176546427,0.480117614,4110.673052,4110.673052,-2165.920694,7028.805164,-525.8669173,2231.196124,0.77802417,-463017.2909,0.178861244,2489.031537,-0.296733445,-0.618716098,0.6905503,0.10532161,-0.124478803,3573.358086,-0.10532161,2892.37651,-2294.387448,0.157970199,0.477604705,4589.455331,4589.455331,-2363.41808,7929.547832,-640.6353715,2184.098797,0.778435458,-449408.9552,0.180981853,2428.141781,-0.308509299,-0.616619218,0.691597095,0.105961762,-0.135068966,3501.254996,-0.105961762,2830.347267,-2297.032464,0.158930092,0.471541554,4594.777769,4594.777769,-2433.692236,7832.289364,-631.2817416
10,432,401,-109.3889999,39.03440094,2016,0,0,NAIPsampling,2110.603822,0.785088276,-517055.1268,0.200211193,2300.196254,-0.285327753,-0.582928342,0.7084451,0.116363602,-0.090273507,3451.812861,-0.116363602,2732.216887,-2068.128222,0.174531291,0.502514087,4136.869866,4136.869866,-1984.448851,7381.916779,-520.341529,2248.80322,0.778127914,-473929.8654,0.184088981,2487.641423,-0.26835458,-0.618189203,0.690814741,0.105483051,-0.088644749,3610.183868,-0.105483051,2921.230366,-2155.955046,0.158212465,0.499077261,4312.48704,4312.48704,-2015.624476,7776.220666,-609.5430507,2224.234796,0.777691923,-465193.4822,0.18827199,2457.66125,-0.280824424,-0.620409599,0.689703979,0.104804728,-0.09771897,3597.719914,-0.104804728,2915.141272,-2188.200053,0.157195023,0.493369376,4377.001476,4377.001476,-2106.824427,7795.416314,-606.5723859,2146.989179,0.779185581,-433519.4938,0.186832242,2332.922875,-0.273351649,-0.6127995,0.693504768,0.107130169,-0.091175839,3404.940815,-0.107130169,2745.990502,-2043.769247,0.160682192,0.498226802,4088.127613,4088.127613,-1927.030035,7348.445319,-576.2075093,2297.005538,0.784239256,-625217.4193,0.199462276,2559.429186,-0.274776814,-0.587222008,0.706306884,0.11503121,-0.079681702,3834.845833,-0.11503121,3043.608865,-2249.156738,0.172534274,0.508431588,4498.89227,4498.89227,-2095.104934,8124.120113,-560.7610994,2168.04063,0.783960839,-549189.2577,0.199120133,2408.790347,-0.287127698,-0.588619143,0.705602967,0.114594597,-0.093344332,3606.569624,-0.114594597,2864.966545,-2174.289001,0.171878616,0.499929135,4349.195173,4349.195173,-2105.948222,7726.65598,-542.0275669
